"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segmentFull.size.Pickup","segmentMidsize.Car","segmentMidsize.Luxury.Utility.segements","segmentMidsize.Utility","segmentPrestige.Luxury.Sedan","yearind","milesa","nighta","pparkDaily","pparkMonthly","pparkWeekly","pparkYearly","genderMale","agea","educCollege.Graduate..4.Years.","educGrade.School","educHigh.School","educPostgraduate.College","educSome.College..1.3.Years.","regionMW","regionNE","regionSE","regionSW","UrbRural.Country","UrbUrban.City","incomea","Choice"
97,1835,11,0,2,0,0,0,3,0,2,1,0,2,0,3,0,2,1,0,0,1,5,0,2,0,0,0,3,0,1,4,0,3,0,2,0,3,2,0,0,1,10,0,2,0,0,0,2,0,2,3,0,3,0,2,0,2,4,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,60,35,0,0,1,0,1,25,1,0,0,0,0,1,0,0,0,0,0,1e+05,1
97,1839,15,2,2,0,0,0,0,0,2,3,0,0,1,3,1,1,0,0,3,0,12,3,2,0,0,0,0,0,2,4,0,0,2,3,3,1,0,0,1,0,1,2,2,0,0,0,0,0,1,3,0,0,1,4,2,2,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,60,35,0,0,1,0,1,25,1,0,0,0,0,1,0,0,0,0,0,1e+05,2
98,1848,5,1,0,0,1,2,2,0,1,0,0,0,1,0,3,1,2,0,0,0,7,2,0,0,1,2,1,0,2,0,0,0,2,0,3,1,1,0,0,0,5,1,0,0,5,2,3,0,2,0,0,0,2,0,3,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,50,0,0,0,1,1,23,1,0,0,0,0,0,0,1,0,0,0,20000,4
98,1852,9,3,2,0,6,1,0,1,0,3,2,0,0,3,0,0,0,2,0,0,8,2,2,0,3,1,0,2,0,4,1,0,0,1,0,0,0,2,0,0,11,1,2,0,3,2,0,1,0,4,2,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,50,0,0,0,1,1,23,1,0,0,0,0,0,0,1,0,0,0,20000,4
98,1860,17,0,1,5,3,2,0,0,2,0,0,0,0,0,0,3,0,4,2,2,2,0,1,1,5,2,0,0,1,0,0,0,0,0,0,2,0,4,3,1,4,0,1,4,4,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,50,0,0,0,1,1,23,1,0,0,0,0,0,0,1,0,0,0,20000,4
99,1871,9,0,0,5,0,2,0,0,2,0,2,2,0,1,2,1,0,3,0,0,2,0,0,5,0,2,0,0,1,0,1,1,0,3,1,3,0,2,0,0,9,0,0,2,0,1,0,0,1,0,1,1,0,4,3,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,200,50,0,1,0,0,0,21,0,0,0,0,1,0,0,1,0,1,0,15000,4
99,1880,18,0,0,4,0,1,0,2,1,1,2,0,0,0,0,0,4,2,0,1,10,0,0,4,0,2,0,3,1,4,1,0,0,0,0,0,3,4,0,1,2,0,0,3,0,2,0,1,2,4,2,0,0,0,0,0,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,200,50,0,1,0,0,0,21,0,0,0,0,1,0,0,1,0,1,0,15000,4
100,1882,1,3,0,4,0,0,2,2,0,4,0,0,2,3,2,0,0,3,0,0,12,2,0,3,0,0,2,1,0,3,0,0,2,2,3,0,0,1,0,0,12,2,0,5,0,0,3,3,0,3,0,0,1,3,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,150,35,0,0,1,0,1,32,1,0,0,0,0,1,0,0,0,0,0,130000,3
100,1892,11,3,0,0,1,0,0,2,0,4,0,0,0,4,2,3,0,0,3,1,5,1,0,0,5,0,0,3,0,3,0,0,0,4,1,3,0,0,3,2,4,2,0,0,1,0,0,1,0,2,0,0,0,3,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,150,35,0,0,1,0,1,32,1,0,0,0,0,1,0,0,0,0,0,130000,4
101,1905,5,1,0,0,3,0,1,0,0,1,2,0,1,0,0,0,4,4,2,0,12,2,0,0,5,0,1,0,0,3,1,0,2,0,0,0,3,3,2,0,2,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,100,25,0,0,0,0,1,28,0,0,0,0,1,0,0,1,0,0,1,30000,2
101,1910,10,0,1,5,0,0,1,0,2,2,0,0,1,3,0,0,0,4,0,2,8,0,1,3,0,0,1,0,2,4,0,0,1,4,0,0,0,2,0,2,7,0,2,4,0,0,3,0,1,3,0,0,1,3,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,100,25,0,0,0,0,1,28,0,0,0,0,1,0,0,1,0,0,1,30000,4
101,1914,14,1,2,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,3,6,0,2,0,0,0,0,2,2,0,0,0,0,0,1,2,3,1,1,2,2,0,3,0,0,0,0,3,1,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,100,25,0,0,0,0,1,28,0,0,0,0,1,0,0,1,0,0,1,30000,1
101,1918,18,0,0,4,0,0,0,1,2,0,1,3,2,0,2,0,0,0,1,2,5,0,0,3,0,0,0,3,1,0,2,1,2,0,3,0,0,0,3,2,9,0,0,1,0,0,0,1,1,0,2,3,2,0,3,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,100,25,0,0,0,0,1,28,0,0,0,0,1,0,0,1,0,0,1,30000,3
102,1925,6,3,0,2,0,0,2,0,0,0,2,3,0,1,2,1,0,0,0,1,6,1,0,3,0,0,3,0,0,0,1,3,0,1,3,3,0,0,0,2,10,1,0,3,0,0,3,0,0,0,2,3,0,4,3,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,40,0,1,0,0,0,30,0,0,0,0,1,0,0,0,1,0,1,40000,3
102,1931,12,0,0,0,0,0,0,1,2,3,0,2,0,1,2,3,3,0,2,0,4,0,0,0,0,0,0,1,2,1,0,2,0,4,1,1,2,0,2,0,2,0,0,0,0,0,0,1,2,4,0,2,0,1,3,1,2,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,40,0,1,0,0,0,30,0,0,0,0,1,0,0,0,1,0,1,40000,3
102,1935,16,1,0,3,0,0,0,3,0,2,1,0,1,0,0,1,1,0,2,0,7,2,0,5,0,0,0,3,0,3,1,0,1,0,0,1,4,0,2,0,4,1,0,2,0,0,0,1,0,1,2,0,1,0,0,3,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,40,0,1,0,0,0,30,0,0,0,0,1,0,0,0,1,0,1,40000,4
102,1937,18,0,2,0,0,2,0,0,1,0,0,0,1,1,0,3,2,0,3,1,5,0,1,0,0,1,0,0,2,0,0,0,2,2,0,1,1,0,3,2,8,0,2,0,0,2,0,0,1,0,0,0,1,2,0,3,1,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,40,0,1,0,0,0,30,0,0,0,0,1,0,0,0,1,0,1,40000,4
103,1948,10,0,0,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,3,2,3,0,0,4,4,1,3,1,1,1,0,0,0,0,0,0,0,0,2,1,8,0,0,2,4,2,3,2,1,2,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,20,30,0,0,0,0,0,27,0,0,0,0,1,0,1,0,0,0,1,120000,2
103,1951,13,0,1,4,0,2,0,2,0,0,0,0,1,0,2,0,0,2,1,1,3,0,1,2,0,2,0,1,0,0,0,0,1,0,3,0,0,4,3,1,9,0,2,5,0,1,0,1,0,0,0,0,2,0,1,0,0,4,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,20,30,0,0,0,0,0,27,0,0,0,0,1,0,1,0,0,0,1,120000,1
103,1954,16,0,0,5,0,2,2,3,0,0,0,2,1,0,2,0,3,3,0,0,10,0,0,5,0,1,2,2,0,0,0,3,2,0,2,0,1,1,0,0,2,0,0,2,0,1,1,2,0,0,0,2,2,0,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,20,30,0,0,0,0,0,27,0,0,0,0,1,0,1,0,0,0,1,120000,1
104,1958,1,0,0,4,0,2,0,0,1,0,0,0,1,2,3,0,3,0,1,1,7,0,0,5,0,2,0,0,1,0,0,0,2,3,3,0,4,0,2,2,3,0,0,5,0,2,0,0,1,0,0,0,1,2,3,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,300,60,0,0,1,0,1,29,0,0,0,0,1,0,0,1,0,0,1,76000,1
104,1969,12,2,1,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,2,1,5,1,2,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,1,1,4,1,2,0,0,0,0,0,2,3,0,0,2,3,0,0,0,4,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,300,60,0,0,1,0,1,29,0,0,0,0,1,0,0,1,0,0,1,76000,2
105,1980,4,2,0,5,0,1,3,0,1,2,0,0,0,3,0,3,0,0,0,2,1,1,0,3,0,1,3,0,1,1,0,0,0,2,0,1,0,0,0,2,9,3,0,5,0,2,2,0,1,1,0,0,0,3,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,20,0,0,0,1,0,24,0,0,0,0,0,1,0,0,0,1,0,25000,2
105,1985,9,2,1,0,0,0,0,0,2,1,0,0,1,2,1,0,1,0,1,0,5,2,2,0,0,0,0,0,2,3,0,0,1,4,2,0,3,0,1,0,11,3,1,0,0,0,0,0,1,4,0,0,1,1,2,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,20,0,0,0,1,0,24,0,0,0,0,0,1,0,0,0,1,0,25000,4
105,1992,16,1,1,4,0,2,0,3,0,3,1,0,0,2,3,0,0,0,0,0,2,3,1,4,0,1,0,1,0,3,1,0,0,3,1,0,0,0,0,0,2,3,2,4,0,1,0,2,0,4,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,20,0,0,0,1,0,24,0,0,0,0,0,1,0,0,0,1,0,25000,4
106,1998,3,0,0,0,4,0,0,3,1,0,0,1,1,2,0,0,1,4,3,0,8,0,0,0,5,0,0,3,2,0,0,1,2,3,0,0,2,2,3,0,11,0,0,0,2,0,0,2,1,0,0,3,2,2,0,0,1,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,25,0,0,0,0,1,63,0,0,0,0,1,0,0,1,0,0,1,20000,4
106,1999,4,1,1,4,0,2,3,1,0,2,2,0,0,0,0,2,0,0,0,0,4,2,1,1,0,1,3,2,0,4,2,0,0,0,0,1,0,0,0,0,7,2,1,3,0,2,3,1,0,4,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,25,0,0,0,0,1,63,0,0,0,0,1,0,0,1,0,0,1,20000,1
106,2004,9,0,0,5,0,2,0,3,2,0,2,0,0,2,0,1,4,0,0,1,9,0,0,3,0,1,0,2,1,0,1,0,0,4,0,1,3,0,0,1,12,0,0,1,0,2,0,3,2,0,1,0,0,1,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,25,0,0,0,0,1,63,0,0,0,0,1,0,0,1,0,0,1,20000,4
106,2009,14,0,2,4,4,0,2,3,0,0,0,0,0,3,2,0,3,0,0,1,11,0,1,2,2,0,3,3,0,0,0,0,0,4,3,0,3,0,0,1,4,0,1,2,1,0,3,1,0,0,0,0,0,1,1,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,25,0,0,0,0,1,63,0,0,0,0,1,0,0,1,0,0,1,20000,4
106,2010,15,0,0,0,0,1,2,0,1,2,2,0,2,0,1,2,0,2,0,0,9,0,0,0,0,1,2,0,1,4,2,0,2,0,2,1,0,2,0,0,8,0,0,0,0,2,2,0,2,2,2,0,2,0,3,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,25,0,0,0,0,1,63,0,0,0,0,1,0,0,1,0,0,1,20000,4
107,2020,6,0,0,1,0,2,3,1,2,0,1,0,0,0,3,3,0,4,0,0,3,0,0,4,0,2,1,1,2,0,1,0,0,0,3,2,0,1,0,0,3,0,0,5,0,2,3,2,2,0,1,0,0,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,300,50,0,0,0,1,1,33,0,0,0,0,1,0,0,1,0,0,0,30000,3
107,2025,11,0,0,0,0,1,0,3,0,2,0,3,0,3,0,3,2,1,0,2,1,0,0,0,0,2,0,3,0,2,0,1,0,3,0,2,1,4,0,1,7,0,0,0,0,2,0,3,0,1,0,1,0,4,0,3,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,300,50,0,0,0,1,1,33,0,0,0,0,1,0,0,1,0,0,0,30000,1
108,2034,1,2,2,0,0,0,0,2,1,0,0,0,2,4,0,1,0,3,1,0,6,3,2,0,0,0,0,2,2,0,0,0,2,4,0,3,0,1,3,0,12,2,2,0,0,0,0,2,2,0,0,0,2,1,0,2,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,200,20,0,0,0,0,0,43,0,0,1,0,0,1,0,0,0,0,1,50000,1
108,2036,3,0,1,3,0,0,2,0,0,0,0,3,0,1,2,0,0,2,2,2,3,0,2,3,0,0,2,0,0,0,0,2,0,3,1,0,0,4,3,2,7,0,1,3,0,0,3,0,0,0,0,2,0,3,1,0,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,200,20,0,0,0,0,0,43,0,0,1,0,0,1,0,0,0,0,1,50000,2
108,2038,5,0,0,0,1,2,0,0,0,0,2,1,2,2,2,1,0,0,2,0,10,0,0,0,6,1,0,0,0,0,1,3,2,3,2,1,0,0,1,0,6,0,0,0,1,2,0,0,0,0,1,3,2,1,2,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,200,20,0,0,0,0,0,43,0,0,1,0,0,1,0,0,0,0,1,50000,1
108,2041,8,2,1,2,0,0,0,0,0,1,0,2,1,0,0,1,2,3,0,0,2,3,1,2,0,0,0,0,0,2,0,1,1,0,0,3,3,3,0,0,5,3,2,3,0,0,0,0,0,1,0,2,2,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,200,20,0,0,0,0,0,43,0,0,1,0,0,1,0,0,0,0,1,50000,3
108,2043,10,0,0,0,1,0,1,1,0,3,0,0,2,0,2,2,0,0,1,1,1,0,0,0,1,0,3,2,0,2,0,0,2,0,1,2,0,0,2,2,10,0,0,0,6,0,2,2,0,3,0,0,2,0,1,1,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,200,20,0,0,0,0,0,43,0,0,1,0,0,1,0,0,0,0,1,50000,2
109,2062,10,1,2,4,6,0,0,0,0,3,2,0,0,0,1,1,0,0,0,1,5,3,1,2,1,0,0,0,0,2,1,0,0,0,1,3,0,0,0,2,12,1,1,3,5,0,0,0,0,3,1,0,0,0,1,3,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,45,50,0,1,0,0,0,33,0,0,0,0,1,0,1,0,0,1,0,50000,2
110,2075,4,0,1,4,0,0,0,0,2,2,2,0,0,3,2,0,0,0,3,2,9,0,2,5,0,0,0,0,2,4,1,0,0,1,3,0,0,0,3,2,5,0,2,1,0,0,0,0,2,4,2,0,0,4,2,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,80,0,0,0,0,0,48,0,0,0,0,1,1,0,0,0,0,0,70000,1
110,2083,12,3,0,0,0,2,0,0,1,0,0,2,1,0,2,0,0,1,1,2,5,2,0,0,0,2,0,0,1,0,0,1,1,0,2,0,0,1,2,2,9,3,0,0,0,1,0,0,2,0,0,2,1,0,3,0,0,4,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,80,0,0,0,0,0,48,0,0,0,0,1,1,0,0,0,0,0,70000,2
110,2084,13,0,2,1,1,0,0,1,0,0,2,0,2,0,0,2,4,0,1,0,10,0,2,3,6,0,0,2,0,0,1,0,1,0,0,3,3,0,2,0,6,0,2,2,6,0,0,1,0,0,1,0,2,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,80,0,0,0,0,0,48,0,0,0,0,1,1,0,0,0,0,0,70000,2
110,2089,18,1,0,0,0,2,3,0,2,1,0,0,0,0,1,1,4,0,1,0,5,2,0,0,0,1,3,0,2,2,0,0,0,0,2,1,3,0,3,0,3,3,0,0,0,2,1,0,2,1,0,0,0,0,2,3,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,80,0,0,0,0,0,48,0,0,0,0,1,1,0,0,0,0,0,70000,2
111,2091,1,3,0,4,2,1,0,0,1,0,1,0,0,0,1,3,0,0,0,2,9,2,0,1,3,2,0,0,2,0,1,0,0,0,3,1,0,0,0,2,10,1,0,2,4,1,0,0,1,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,30,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,80000,4
111,2101,11,0,0,5,0,0,0,1,0,2,1,0,0,3,3,2,4,0,0,2,9,0,0,5,0,0,0,2,0,2,1,0,0,4,1,3,3,0,0,2,8,0,0,2,0,0,0,2,0,3,2,0,0,4,3,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,30,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,80000,4
111,2103,13,0,1,0,0,2,2,3,2,0,0,2,0,3,0,3,0,0,1,0,6,0,2,0,0,2,1,1,2,0,0,1,0,4,0,2,0,0,2,0,2,0,2,0,0,2,3,2,1,0,0,2,0,3,0,1,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,30,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,80000,4
111,2108,18,0,0,0,4,0,2,0,1,1,1,3,0,1,0,0,2,0,2,0,10,0,0,0,5,0,1,0,2,4,2,3,0,4,0,0,3,0,3,0,3,0,0,0,6,0,3,0,2,3,2,3,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,30,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,80000,4
112,2111,2,0,0,4,2,1,3,3,0,0,0,3,0,0,0,1,0,0,3,1,2,0,0,1,6,1,3,2,0,0,0,3,0,0,0,1,0,0,2,2,6,0,0,2,4,2,3,3,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,3
112,2115,6,1,0,1,0,0,3,2,2,0,1,0,0,3,0,0,0,3,0,1,10,3,0,5,0,0,2,1,1,0,2,0,0,3,0,0,0,1,0,1,11,1,0,4,0,0,1,1,2,0,1,0,0,4,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,2
112,2119,10,3,0,2,6,2,0,0,1,0,0,1,0,1,1,0,4,0,0,0,8,1,0,5,2,2,0,0,1,0,0,3,0,4,1,0,2,0,0,0,4,2,0,3,5,1,0,0,2,0,0,2,0,2,2,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,3
112,2122,13,0,2,2,0,0,0,0,0,4,2,1,0,0,2,3,0,3,0,1,11,0,1,3,0,0,0,0,0,1,1,3,0,0,3,1,0,3,0,2,12,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,2
112,2125,16,1,0,0,5,0,1,0,2,0,2,2,1,0,3,0,0,0,0,2,3,2,0,0,6,0,1,0,1,0,1,2,1,0,3,0,0,0,0,1,8,3,0,0,2,0,3,0,2,0,1,1,2,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,3
112,2127,18,0,2,0,6,0,0,1,0,3,1,0,0,4,3,0,3,0,0,2,11,0,2,0,2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,2,0,1,0,1,0,0,1,0,3,1,0,0,1,1,0,2,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,1
112,2128,19,0,0,2,0,2,3,0,2,0,0,2,1,0,0,1,0,1,2,0,11,0,0,1,0,1,3,0,2,0,0,2,1,0,0,2,0,1,2,0,9,0,0,3,0,2,2,0,2,0,0,2,2,0,0,1,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,50,25,0,0,1,0,1,24,0,0,1,0,0,0,0,1,0,1,0,24000,1
113,2130,2,1,0,3,0,0,0,3,0,4,2,3,2,4,0,0,2,0,0,0,1,3,0,2,0,0,0,2,0,2,2,3,2,2,0,0,4,0,0,0,9,2,0,5,0,0,0,1,0,3,1,2,2,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,50,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,0,0,110000,1
113,2140,12,2,1,0,0,0,3,0,1,2,2,3,2,0,0,0,0,3,0,0,3,2,1,0,0,0,3,0,1,1,1,3,2,0,0,0,0,2,0,0,11,3,1,0,0,0,2,0,1,2,1,2,1,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,50,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,0,0,110000,4
113,2141,13,0,0,1,0,1,0,1,2,0,1,2,0,0,3,2,0,0,2,0,1,0,0,1,0,1,0,3,1,0,2,2,0,0,3,1,0,0,1,0,5,0,0,4,0,1,0,1,2,0,2,2,0,0,2,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,50,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,0,0,110000,1
113,2144,16,3,0,2,0,1,0,0,2,0,0,0,2,0,0,3,1,1,1,0,10,2,0,1,0,2,0,0,2,0,0,0,1,0,0,2,3,4,3,0,10,3,0,2,0,1,0,0,2,0,0,0,1,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,50,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,0,0,110000,4
113,2147,19,0,0,0,0,0,2,1,1,0,0,0,1,2,1,0,4,0,3,1,7,0,0,0,0,0,2,1,1,0,0,0,2,2,3,0,2,0,3,1,3,0,0,0,0,0,3,1,2,0,0,0,1,1,1,0,2,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,50,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,0,0,110000,2
114,2148,1,0,2,0,0,0,1,3,0,0,0,1,1,4,0,1,0,2,0,1,2,0,1,0,0,0,1,3,0,0,0,3,1,1,0,2,0,4,0,1,7,0,2,0,0,0,1,3,0,0,0,1,2,2,0,1,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,1
114,2150,3,1,1,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,1,1,6,3,2,0,0,2,1,0,1,4,0,3,0,0,0,0,0,0,3,1,6,3,1,0,0,2,2,0,1,4,0,3,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,4
