"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segment","segmentind","year","yearind","miles","milesind","milesa","night","nightind","nighta","ppark","pparkind","gender","genderind","age","ageind","agea","educ","educind","region","regionind","Urb","Urbind","income","incomeind","incomea","Choice"
116,2189,4,0,1,2,1,2,2,0,0,0,0,0,2,0,1,0,0,0,1,1,8,0,2,1,3,1,2,0,0,0,0,0,1,0,2,0,0,0,2,1,3,0,1,1,4,1,2,0,0,0,0,0,2,0,3,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"51 To 100 Miles",2,100,"41% To 50%",5,50,"Weekly",4,"Female",1,"50 To 59",4,50,"Grade School",2,"SE",3,"Urban/City",3,"Under $29,999",1,25000,2
117,2206,2,0,0,0,0,0,1,3,2,4,0,2,0,4,0,3,0,0,1,2,1,0,0,0,0,0,2,1,1,1,0,3,0,1,0,3,0,0,3,2,3,0,0,0,0,0,3,1,2,4,0,3,0,2,0,3,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
117,2211,7,3,1,0,0,1,0,0,1,2,1,0,2,0,0,0,1,0,1,0,11,2,1,0,0,2,0,0,2,2,1,0,1,0,0,0,4,0,3,0,2,3,2,0,0,1,0,0,1,1,2,0,2,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
117,2214,10,0,0,4,0,0,0,1,0,0,1,1,2,0,3,1,1,0,1,0,6,0,0,2,0,0,0,3,0,0,1,2,1,0,2,2,3,0,3,0,12,0,0,1,0,0,0,1,0,0,1,3,2,0,1,1,2,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
117,2215,11,3,1,4,0,0,2,0,1,0,0,3,0,1,0,0,1,0,0,1,1,1,1,4,0,0,3,0,2,0,0,1,0,2,0,0,2,0,0,1,8,3,2,5,0,0,2,0,1,0,0,1,0,1,0,0,4,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
117,2221,17,0,2,0,0,1,3,0,1,0,0,2,0,0,0,2,3,3,0,1,8,0,2,0,0,1,2,0,2,0,0,2,0,0,0,2,1,2,0,2,1,0,1,0,0,1,1,0,1,0,0,2,0,0,0,2,4,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
117,2222,18,2,0,0,2,0,0,2,0,3,0,3,1,3,0,1,3,0,0,0,6,2,0,0,1,0,0,2,0,3,0,3,1,2,0,2,2,0,0,0,5,3,0,0,1,0,0,2,0,1,0,3,1,2,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"101 To 150 Miles",3,105,"41% To 50%",5,50,"Yearly",5,"Female",1,"50 To 59",4,54,"Postgraduate College",4,"SE",3,"Suburban",2,"$30,000 to $39,999",2,36000,4
118,2227,4,0,2,3,0,2,0,2,0,2,1,0,1,4,0,0,0,0,0,2,9,0,2,3,0,1,0,2,0,3,2,0,2,2,0,0,0,0,0,2,10,0,2,2,0,2,0,1,0,1,2,0,2,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Over 400 Miles",9,600,"31% To 40%",4,40,"Daily",1,"Male",2,"50 To 59",4,58,"Postgraduate College",4,"MW",1,"Rural/Country",1,"$90,000 to $99,999",8,90000,2
118,2228,5,2,0,5,0,2,3,0,0,4,0,3,1,0,1,0,0,3,0,0,12,1,0,2,0,2,2,0,0,2,0,2,2,0,1,0,0,1,0,0,4,3,0,5,0,1,3,0,0,4,0,2,1,0,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Over 400 Miles",9,600,"31% To 40%",4,40,"Daily",1,"Male",2,"50 To 59",4,58,"Postgraduate College",4,"MW",1,"Rural/Country",1,"$90,000 to $99,999",8,90000,2
118,2240,17,2,0,2,0,0,0,1,2,0,1,0,0,2,2,0,0,1,0,2,5,3,0,5,0,0,0,2,1,0,1,0,0,1,1,0,0,2,0,1,7,2,0,2,0,0,0,1,1,0,1,0,0,4,3,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Over 400 Miles",9,600,"31% To 40%",4,40,"Daily",1,"Male",2,"50 To 59",4,58,"Postgraduate College",4,"MW",1,"Rural/Country",1,"$90,000 to $99,999",8,90000,3
118,2242,19,3,1,2,4,0,2,0,0,1,1,0,0,0,2,0,0,0,3,0,1,3,2,3,6,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,7,2,2,5,6,0,1,0,0,4,2,0,0,0,2,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Over 400 Miles",9,600,"31% To 40%",4,40,"Daily",1,"Male",2,"50 To 59",4,58,"Postgraduate College",4,"MW",1,"Rural/Country",1,"$90,000 to $99,999",8,90000,2
119,2243,1,2,0,0,0,0,1,1,0,4,2,0,1,4,0,3,4,0,0,0,3,2,0,0,0,0,3,1,0,4,1,0,1,3,0,3,4,0,0,0,5,3,0,0,0,0,3,3,0,3,1,0,2,3,0,2,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"51 To 100 Miles",2,70,"Under 10%",1,5,"Weekly",4,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,50000,3
119,2254,12,1,0,0,5,0,1,0,0,1,1,1,2,0,1,0,0,0,3,0,10,2,0,0,4,0,1,0,0,3,1,2,1,0,1,0,0,0,3,0,3,3,0,0,5,0,1,0,0,4,2,1,1,0,2,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"51 To 100 Miles",2,70,"Under 10%",1,5,"Weekly",4,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,50000,4
119,2255,13,3,0,5,0,2,0,2,1,0,1,0,0,3,2,0,0,4,0,0,6,2,0,5,0,2,0,3,1,0,2,0,0,2,1,0,0,1,0,0,7,2,0,1,0,2,0,3,1,0,2,0,0,4,1,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"51 To 100 Miles",2,70,"Under 10%",1,5,"Weekly",4,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,50000,1
119,2259,17,0,2,0,0,2,0,2,0,2,2,1,0,0,3,2,0,0,0,1,4,0,2,0,0,1,0,2,0,3,1,3,0,0,3,2,0,0,0,2,5,0,1,0,0,1,0,2,0,4,2,3,0,0,3,3,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"51 To 100 Miles",2,70,"Under 10%",1,5,"Weekly",4,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,50000,2
120,2266,5,0,1,1,4,1,1,0,0,0,0,0,1,0,3,1,0,4,0,0,11,0,2,5,5,2,2,0,0,0,0,0,1,0,1,1,0,2,0,0,10,0,1,3,4,1,3,0,0,0,0,0,1,0,2,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"201 To 250 Miles",5,250,"31% To 40%",4,35,"Never",3,"Male",2,"Under 30",1,29,"Grade School",2,"NE",2,"Rural/Country",1,"$60,000 to $69,999",5,65000,4
120,2269,8,2,1,0,0,2,0,0,2,2,1,0,0,2,2,1,0,0,0,0,4,3,1,0,0,2,0,0,1,4,1,0,0,4,1,3,0,0,0,0,2,2,1,0,0,2,0,0,1,4,1,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"201 To 250 Miles",5,250,"31% To 40%",4,35,"Never",3,"Male",2,"Under 30",1,29,"Grade School",2,"NE",2,"Rural/Country",1,"$60,000 to $69,999",5,65000,1
120,2273,12,3,0,0,0,0,0,3,0,0,1,0,1,0,3,3,4,2,0,1,1,2,0,0,0,0,0,2,0,0,2,0,1,0,2,2,3,3,0,1,1,3,0,0,0,0,0,1,0,0,2,0,1,0,3,2,1,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"201 To 250 Miles",5,250,"31% To 40%",4,35,"Never",3,"Male",2,"Under 30",1,29,"Grade School",2,"NE",2,"Rural/Country",1,"$60,000 to $69,999",5,65000,2
120,2277,16,0,0,1,0,1,0,2,0,0,1,0,0,4,0,2,1,0,2,1,7,0,0,3,0,2,0,1,0,0,2,0,0,1,0,2,2,0,2,1,2,0,0,2,0,2,0,2,0,0,1,0,0,1,0,2,1,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"201 To 250 Miles",5,250,"31% To 40%",4,35,"Never",3,"Male",2,"Under 30",1,29,"Grade School",2,"NE",2,"Rural/Country",1,"$60,000 to $69,999",5,65000,2
121,2281,1,3,0,4,6,2,0,3,0,2,2,0,0,0,0,0,4,0,3,0,12,1,0,1,3,1,0,3,0,4,1,0,0,0,0,0,2,0,2,0,11,3,0,3,2,2,0,2,0,2,2,0,0,0,0,0,4,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2002,3,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,36,"Postgraduate College",4,"SE",3,"Suburban",2,"$100,000 to $109,999",9,100000,4
122,2300,1,2,2,3,2,2,0,0,0,0,0,0,1,2,0,0,4,0,2,0,4,3,2,4,5,2,0,0,0,0,0,0,1,2,0,0,3,0,3,0,2,2,1,2,5,1,0,0,0,0,0,0,2,2,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"201 To 250 Miles",5,250,"51% To 60%",6,60,"Monthly",2,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"SE",3,"Urban/City",3,"$50,000 to $59,999",4,55000,1
122,2311,12,0,1,0,6,0,0,3,1,0,1,2,1,2,0,0,2,0,0,0,8,0,1,0,2,0,0,3,1,0,1,2,2,3,0,0,4,0,0,0,10,0,1,0,3,0,0,1,1,0,1,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"201 To 250 Miles",5,250,"51% To 60%",6,60,"Monthly",2,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"SE",3,"Urban/City",3,"$50,000 to $59,999",4,55000,4
122,2318,19,3,0,0,6,2,0,0,1,2,0,3,0,0,0,3,3,0,3,0,10,3,0,0,3,2,0,0,2,3,0,2,0,0,0,3,2,0,1,0,6,3,0,0,4,1,0,0,1,1,0,1,0,0,0,1,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"201 To 250 Miles",5,250,"51% To 60%",6,60,"Monthly",2,"Male",2,"50 To 59",4,50,"Some College (1-3 Years)",5,"SE",3,"Urban/City",3,"$50,000 to $59,999",4,55000,4
123,2335,17,3,2,0,0,0,0,2,2,0,1,0,0,0,3,0,1,1,0,1,10,2,2,0,0,0,0,2,1,0,2,0,0,0,1,0,2,1,0,1,2,3,1,0,0,0,0,2,1,0,1,0,0,0,2,0,1,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prestige Luxury Sedan",5,2000,1,"201 To 250 Miles",5,250,"41% To 50%",5,50,"Daily",1,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"W",5,"Rural/Country",1,"$110,000 to $119,999",10,110000,1
124,2338,1,0,2,0,5,0,0,0,1,4,0,2,2,4,1,1,0,0,0,0,9,0,2,0,1,0,0,0,1,2,0,1,1,2,2,3,0,0,0,0,12,0,1,0,5,0,0,0,2,4,0,2,2,4,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"51 To 100 Miles",2,67,"61% To 70%",7,67,"Weekly",4,"Male",2,"30 To 39",2,34,"High School",3,"NE",2,"Urban/City",3,"$60,000 to $69,999",5,67000,2
124,2341,4,3,0,0,4,2,0,0,1,0,1,2,2,0,0,0,0,0,3,2,5,2,0,0,5,2,0,0,1,0,2,3,1,0,0,0,0,0,2,2,11,1,0,0,3,1,0,0,1,0,1,2,1,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"51 To 100 Miles",2,67,"61% To 70%",7,67,"Weekly",4,"Male",2,"30 To 39",2,34,"High School",3,"NE",2,"Urban/City",3,"$60,000 to $69,999",5,67000,3
124,2344,7,0,0,0,6,0,1,1,1,3,2,0,0,0,0,0,0,3,2,2,4,0,0,0,1,0,2,2,1,1,1,0,0,0,0,0,0,3,1,1,11,0,0,0,2,0,2,1,1,2,1,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"51 To 100 Miles",2,67,"61% To 70%",7,67,"Weekly",4,"Male",2,"30 To 39",2,34,"High School",3,"NE",2,"Urban/City",3,"$60,000 to $69,999",5,67000,3
124,2348,11,0,0,0,0,0,0,1,2,0,2,0,2,1,2,1,4,0,2,0,10,0,0,0,0,0,0,3,2,0,1,0,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,2,1,3,2,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"51 To 100 Miles",2,67,"61% To 70%",7,67,"Weekly",4,"Male",2,"30 To 39",2,34,"High School",3,"NE",2,"Urban/City",3,"$60,000 to $69,999",5,67000,2
125,2357,1,0,1,0,3,1,3,1,1,0,0,1,0,2,0,0,0,2,0,0,6,0,1,0,6,1,3,2,1,0,0,1,0,3,0,0,0,4,0,0,9,0,1,0,4,1,2,2,1,0,0,3,0,2,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Monthly",2,"Female",1,"Under 30",1,26,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,2
125,2363,7,2,0,5,0,0,1,0,2,1,0,1,0,3,0,0,0,4,3,0,9,3,0,3,0,0,3,0,2,3,0,1,0,1,0,0,0,3,3,0,10,2,0,5,0,0,2,0,1,2,0,3,0,1,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Monthly",2,"Female",1,"Under 30",1,26,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,1
126,2377,2,0,0,5,1,0,0,3,0,4,1,0,2,0,0,0,1,0,1,2,5,0,0,2,3,0,0,3,0,2,2,0,1,0,0,0,2,0,2,1,1,0,0,2,5,0,0,3,0,4,1,0,2,0,0,0,4,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"Under 50 Miles",1,35,"10% To 20%",2,15,"Yearly",5,"Female",1,"Under 30",1,28,"Some College (1-3 Years)",5,"SW",4,"Rural/Country",1,"$30,000 to $39,999",2,33000,4
126,2390,15,3,1,4,0,2,3,1,0,0,0,1,0,0,0,0,0,0,2,1,10,1,2,5,0,1,1,2,0,0,0,3,0,0,0,0,0,0,3,2,10,3,2,1,0,1,1,3,0,0,0,3,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"Under 50 Miles",1,35,"10% To 20%",2,15,"Yearly",5,"Female",1,"Under 30",1,28,"Some College (1-3 Years)",5,"SW",4,"Rural/Country",1,"$30,000 to $39,999",2,33000,4
126,2391,16,2,0,4,0,2,0,1,0,2,0,3,2,0,3,1,0,0,0,0,4,3,0,4,0,1,0,2,0,2,0,2,2,0,1,1,0,0,0,0,1,1,0,2,0,1,0,3,0,1,0,1,2,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"Under 50 Miles",1,35,"10% To 20%",2,15,"Yearly",5,"Female",1,"Under 30",1,28,"Some College (1-3 Years)",5,"SW",4,"Rural/Country",1,"$30,000 to $39,999",2,33000,2
127,2395,1,0,0,4,4,2,0,0,1,2,0,0,1,0,2,0,0,2,0,2,12,0,0,1,1,2,0,0,1,3,0,0,2,0,2,0,0,1,0,2,9,0,0,1,2,1,0,0,2,3,0,0,2,0,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,4
127,2401,7,0,0,5,1,0,0,3,0,1,1,3,0,3,3,0,0,1,0,0,1,0,0,2,5,0,0,2,0,1,2,3,0,4,3,0,0,4,0,0,8,0,0,5,3,0,0,1,0,2,2,1,0,2,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,1
127,2406,12,0,1,0,0,2,0,0,2,2,2,3,0,2,0,0,0,2,3,0,7,0,1,0,0,1,0,0,2,3,2,2,0,1,0,0,0,3,3,0,5,0,1,0,0,2,0,0,1,3,1,3,0,4,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,4
127,2410,16,0,0,0,1,1,1,3,0,3,0,2,0,0,0,3,4,1,0,0,2,0,0,0,5,2,3,2,0,1,0,2,0,0,0,2,4,2,0,0,2,0,0,0,2,2,3,1,0,3,0,2,0,0,0,3,4,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,4
127,2411,17,2,0,0,0,0,0,0,2,0,1,1,1,4,2,0,0,0,3,2,9,3,0,0,0,0,0,0,1,0,1,1,2,3,1,0,0,0,2,1,12,2,0,0,0,0,0,0,2,0,2,3,2,2,3,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"201 To 250 Miles",5,250,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"Some College (1-3 Years)",5,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,50000,4
128,2418,5,2,2,4,0,1,0,0,2,0,0,0,0,2,1,3,0,0,2,0,9,1,2,3,0,1,0,0,2,0,0,0,0,3,2,1,0,0,3,0,1,2,2,2,0,1,0,0,1,0,0,0,0,3,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"Under 50 Miles",1,25,"10% To 20%",2,20,"Never",3,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,65000,2
128,2430,17,0,0,1,4,0,3,0,0,4,0,1,0,1,1,1,0,0,2,0,8,0,0,4,6,0,3,0,0,3,0,3,0,2,3,2,0,0,2,0,11,0,0,3,6,0,3,0,0,2,0,1,0,1,3,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"Under 50 Miles",1,25,"10% To 20%",2,20,"Never",3,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,65000,1
129,2439,7,3,1,1,0,0,3,0,0,0,1,3,1,3,0,0,0,0,0,2,2,3,2,4,0,0,2,0,0,0,2,2,2,4,0,0,0,0,0,2,1,3,1,3,0,0,3,0,0,0,2,1,2,3,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2002,3,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$50,000 to $59,999",4,50000,1
129,2443,11,0,1,0,4,0,2,3,2,3,0,0,0,2,1,0,0,0,0,2,6,0,1,0,4,0,1,1,1,2,0,0,0,3,3,0,0,0,0,1,2,0,2,0,4,0,1,3,1,4,0,0,0,2,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2002,3,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$50,000 to $59,999",4,50000,2
129,2445,13,0,0,5,0,2,2,2,0,3,0,0,1,0,0,2,2,3,0,0,7,0,0,2,0,1,1,3,0,1,0,0,1,0,0,2,4,3,0,0,5,0,0,2,0,1,2,1,0,4,0,0,1,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2002,3,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$50,000 to $59,999",4,50000,4
130,2460,9,0,1,0,4,0,3,2,0,3,0,3,1,0,0,2,0,3,0,0,7,0,2,0,3,0,1,2,0,2,0,3,2,0,0,3,0,4,0,0,7,0,1,0,2,0,1,2,0,2,0,3,2,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"Under 50 Miles",1,25,"Under 10%",1,10,"Monthly",2,"Female",1,"60 & Over",5,60,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,55000,4
130,2461,10,1,1,5,0,2,0,0,1,2,2,0,2,0,0,0,2,0,0,0,7,2,2,2,0,1,0,0,1,4,2,0,1,0,0,0,1,0,0,0,3,2,1,3,0,1,0,0,2,3,2,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"Under 50 Miles",1,25,"Under 10%",1,10,"Monthly",2,"Female",1,"60 & Over",5,60,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,55000,4
130,2462,11,0,1,0,5,2,0,0,1,0,0,0,0,1,2,1,0,0,1,2,8,0,2,0,4,2,0,0,1,0,0,0,0,1,3,2,0,0,3,1,1,0,1,0,6,1,0,0,1,0,0,0,0,1,3,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"Under 50 Miles",1,25,"Under 10%",1,10,"Monthly",2,"Female",1,"60 & Over",5,60,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"$50,000 to $59,999",4,55000,3
131,2472,2,0,2,0,6,2,0,2,0,0,2,0,2,4,0,0,3,0,2,0,3,0,1,0,4,2,0,2,0,0,1,0,2,2,0,0,1,0,1,0,12,0,2,0,5,2,0,3,0,0,1,0,1,3,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"Under 50 Miles",1,30,"21% To 30%",3,25,"Daily",1,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"NE",2,"Suburban",2,"$100,000 to $109,999",9,100000,2
131,2475,5,0,0,2,3,0,0,0,0,1,0,0,2,3,0,3,0,2,2,1,3,0,0,3,6,0,0,0,0,4,0,0,2,3,0,3,0,2,2,1,3,0,0,4,4,0,0,0,0,1,0,0,2,2,0,2,0,4,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"Under 50 Miles",1,30,"21% To 30%",3,25,"Daily",1,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"NE",2,"Suburban",2,"$100,000 to $109,999",9,100000,3
