"Choice","Price3","Price2","Price1","agea","incomea","milesa","nighta","year","yearind","incomebins","miles","milesind","nightind","night","pparkind","ppark","segment","segmentind","region","regionind","BU3"
2,7,7,7,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
3,1,7,1,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
1,1,12,10,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
3,2,7,7,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,2
2,6,11,1,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,6
3,3,8,12,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
2,9,12,5,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,5
1,7,10,6,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,5
2,3,9,4,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
2,2,8,2,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,5
2,10,9,12,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
2,1,4,1,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,0
2,10,6,3,32,100000,300,20,2004,5,"10","251 To 300 Miles",6,2,"10% To 20%",2,"Monthly","Small Car",6,"SW",4,6
2,7,2,12,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,3
3,2,1,5,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
3,7,7,9,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,1
1,12,11,5,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
2,7,6,11,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
3,2,5,1,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,5
2,12,6,5,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
3,2,2,5,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,1
2,2,1,7,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
3,3,5,5,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,4
1,12,6,2,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
1,6,3,7,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,6
1,5,5,3,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
1,10,5,3,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
1,7,6,3,53,100000,125,50,2000,1,"10","101 To 150 Miles",3,5,"41% To 50%",5,"Yearly","Full-size Pickup",1,"NE",2,0
3,7,8,3,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,1
3,7,6,5,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,2
3,10,9,5,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
3,5,5,2,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,3
3,2,2,1,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
2,9,9,9,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
1,6,6,9,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,4
2,10,5,12,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,3
3,1,4,5,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
1,7,5,8,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
2,4,6,11,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,2
3,10,6,9,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
3,5,9,8,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,1
1,5,9,12,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
3,6,5,9,25,45000,180,85,2005,6,"4","151 To 200 Miles",4,9,"81% To 90%",4,"Weekly","Midsize Car",2,"MW",1,0
2,12,2,7,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,6
1,5,6,3,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
1,8,9,4,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,4
4,10,4,7,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
1,2,3,1,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,2
4,9,2,7,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,6
1,12,12,3,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
1,11,11,5,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
1,9,2,1,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
3,1,7,7,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,1
2,3,2,12,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,2
2,5,5,9,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
2,10,3,1,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
3,2,3,6,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,5
3,1,5,6,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
4,6,12,12,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,6
4,2,9,7,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,0
4,8,11,4,42,72000,350,40,2000,1,"7","301 To 350 Miles",7,4,"31% To 40%",1,"Daily","Small Car",6,"NE",2,4
3,7,6,4,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,0
3,10,7,3,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,5
2,11,7,1,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,5
1,12,2,3,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,0
2,11,4,11,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,4
1,6,6,7,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,2
1,1,8,8,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,6
3,3,9,10,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,0
1,10,6,9,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,6
2,10,3,6,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,0
2,11,6,9,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,4
3,12,2,7,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,2
2,3,2,8,25,100000,400,50,2004,5,"10","351 To 400 Miles",8,5,"41% To 50%",4,"Weekly","Small Car",6,"W",5,0
4,9,8,1,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,4
4,5,5,12,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,6
2,3,1,4,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
4,8,3,11,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,3
4,2,9,5,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
4,1,4,7,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
3,2,7,4,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,1
4,7,3,11,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,6
4,11,8,12,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,3
4,6,8,6,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
4,6,10,5,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
4,10,8,5,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,5
2,11,2,6,43,125000,300,50,2003,4,"12","251 To 300 Miles",6,5,"41% To 50%",1,"Daily","Full-size Pickup",1,"NE",2,0
1,3,7,9,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
2,11,12,7,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,1
1,7,10,2,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
1,3,8,11,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
1,5,8,11,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
2,7,9,7,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,6
3,7,2,2,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
2,11,2,10,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
1,12,1,11,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
1,2,7,2,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,2
2,10,1,12,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,6
1,4,10,5,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
3,5,5,11,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
2,12,9,9,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,5
1,7,4,12,39,95000,200,20,2005,6,"9","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Utility",4,"SW",4,0
4,7,11,2,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,6
4,4,9,8,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,12,3,4,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,4
4,4,8,12,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,1
4,6,12,11,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,6,12,5,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,4
1,4,9,2,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,3,3,10,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,5,11,12,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,2
4,3,7,6,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,5,4,3,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,1
4,11,6,10,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,9,4,3,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,5
3,1,9,3,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
4,5,11,7,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,3
4,3,11,12,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,5
4,7,5,5,46,80000,6,10,2005,6,"8","Under 50 Miles",1,1,"Under 10%",1,"Daily","Small Car",6,"W",5,0
3,7,12,11,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
3,2,5,6,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
4,6,12,10,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,3
2,11,11,5,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,3
2,12,3,5,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
4,4,2,12,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,5
3,1,12,4,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
2,6,1,10,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,3
3,4,8,5,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,5
1,11,11,8,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
3,2,12,8,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
3,4,9,7,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,3
1,11,12,7,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
3,4,4,7,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,5
1,12,5,6,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
4,12,7,12,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,4
2,12,6,1,43,120000,75,25,2002,3,"12","51 To 100 Miles",2,3,"21% To 30%",3,"Never","Midsize Utility",4,"MW",1,0
1,11,2,5,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
2,1,4,8,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
2,2,1,6,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
2,3,3,3,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,2
1,11,1,4,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,1
2,10,8,11,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
2,10,2,9,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,1
3,10,11,11,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,5
2,1,3,10,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
2,8,4,11,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,0
1,10,2,6,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,6
2,12,1,11,22,67000,75,35,2004,5,"6","51 To 100 Miles",2,4,"31% To 40%",1,"Daily","Midsize Luxury Utility segements",3,"SE",3,5
1,10,10,6,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,5
2,8,3,6,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
4,5,10,10,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,6
3,3,11,4,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
2,8,1,3,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,2
4,12,11,10,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,2
2,5,2,11,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,3
4,6,9,6,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
3,1,11,9,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
4,11,7,8,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,1
3,2,6,10,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
4,6,8,6,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,0
2,11,1,2,33,150000,400,35,2005,6,"15","351 To 400 Miles",8,4,"31% To 40%",1,"Daily","Prestige Luxury Sedan",5,"NE",2,2
1,10,1,3,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,3
2,10,8,11,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,2,4,11,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,11,2,2,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,5
2,9,2,12,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
3,12,5,8,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,1
2,12,7,12,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
3,2,12,6,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,4
2,6,2,10,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,1,5,11,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,5
1,7,12,3,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,5
2,5,5,8,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,7,10,2,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,4,4,7,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,3
2,4,7,2,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,2,5,5,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
1,8,11,5,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,3
2,5,1,10,34,80000,100,43,2000,1,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Midsize Utility",4,"MW",1,0
1,5,7,4,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,3
4,5,9,6,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
2,10,7,5,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
1,3,3,1,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
2,12,4,11,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,4
1,12,9,2,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,2
1,6,8,1,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
3,3,2,1,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
3,4,4,7,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
4,11,12,8,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,6
2,8,1,4,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
4,8,4,5,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,2
1,6,10,5,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
4,8,11,10,34,75000,80,40,2001,2,"7","51 To 100 Miles",2,4,"31% To 40%",5,"Yearly","Midsize Utility",4,"MW",1,0
